"ID","gene","pathway"
"756","LOC_Os02g09510","cytokinins-<i>O</i>-glucoside biosynthesis"
"757","LOC_Os02g09510","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"758","LOC_Os02g09510","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"759","LOC_Os02g09510","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"760","LOC_Os02g09510","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"761","LOC_Os02g09510","cytokinins-<i>O</i>-glucoside biosynthesis"
"762","LOC_Os02g09510","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"763","LOC_Os02g09510","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"764","LOC_Os02g09510","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"765","LOC_Os06g32960","betanidin degradation"
"766","LOC_Os09g31514","brassinosteroid biosynthesis II"
"767","LOC_Os09g31514","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)"
"768","LOC_Os09g31514","galactose degradation II"
"769","LOC_Os09g31514","UDP-glucose conversion"
"770","LOC_Os09g31514","UDP-<i>N</i>-acetylgalactosamine biosynthesis"
"771","LOC_Os12g02820","phospholipid biosynthesis II"
"772","LOC_Os06g06250","triacylglycerol degradation"
"773","LOC_Os05g05640","homogalacturonan degradation"
"774","LOC_Os09g32570","aminopropanol biosynthesis"
"775","LOC_Os09g32570","threonine degradation II"
"776","LOC_Os09g32570","threonine degradation III (to methylglyoxal)"
"777","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"778","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"779","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"780","LOC_Os11g25454","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"781","LOC_Os11g25454","cytokinins-<i>O</i>-glucoside biosynthesis"
"782","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"783","LOC_Os11g25454","cytokinins-<i>O</i>-glucoside biosynthesis"
"784","LOC_Os11g25454","cytokinins-<i>O</i>-glucoside biosynthesis"
"785","LOC_Os11g25454","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"786","LOC_Os11g25454","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"787","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"788","LOC_Os11g25454","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"789","LOC_Os11g25454","cytokinins-<i>O</i>-glucoside biosynthesis"
"790","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"791","LOC_Os11g25454","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"792","LOC_Os11g25454","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"793","LOC_Os11g25454","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"794","LOC_Os02g19970","phenylalanine degradation III"
"795","LOC_Os02g19970","phenylalanine biosynthesis I"
"796","LOC_Os02g19970","homocysteine and cysteine interconversion"
"797","LOC_Os02g19970","methionine biosynthesis II"
"798","LOC_Os02g19970","tyrosine degradation I"
"799","LOC_Os02g19970","histidine biosynthesis I"
"800","LOC_Os03g55800","jasmonic acid biosynthesis"
"801","LOC_Os05g43120","triacylglycerol degradation"
"802","LOC_Os07g06940","tRNA charging pathway"
"803","LOC_Os07g06940","tRNA charging pathway"
"804","LOC_Os07g06940","tRNA charging pathway"
"805","LOC_Os07g06940","tRNA charging pathway"
"806","LOC_Os09g09270","brassinosteroid biosynthesis II"
"807","LOC_Os08g25720","glycolysis IV (plant cytosol)"
"808","LOC_Os08g25720","glycolysis IV (plant cytosol)"
"809","LOC_Os08g25720","sucrose degradation to ethanol and lactate (anaerobic)"
"810","LOC_Os08g25720","glycolysis I"
"811","LOC_Os02g33130","homogalacturonan degradation"
"812","LOC_Os05g29790","homogalacturonan degradation"
"813","LOC_Os03g12940","&beta;-alanine betaine biosynthesis"
"814","LOC_Os03g12940","&beta;-alanine betaine biosynthesis"
"815","LOC_Os03g12940","&beta;-alanine betaine biosynthesis"
"816","LOC_Os08g34280","phenylpropanoid biosynthesis"
"817","LOC_Os08g34280","phenylpropanoid biosynthesis"
"818","LOC_Os08g34280","brassinosteroid biosynthesis II"
"819","LOC_Os05g47660","phospholipid biosynthesis II"
"820","LOC_Os05g47660","triacylglycerol biosynthesis"
"821","LOC_Os02g41680","phenylpropanoid biosynthesis initial reactions"
"822","LOC_Os02g41680","suberin biosynthesis"
"823","LOC_Os02g41680","salicylate biosynthesis"
"824","LOC_Os02g11640","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"825","LOC_Os02g11640","cytokinins-<i>O</i>-glucoside biosynthesis"
"826","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"827","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"828","LOC_Os02g11640","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"829","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"830","LOC_Os02g11640","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"831","LOC_Os02g11640","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"832","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"833","LOC_Os02g11640","cytokinins-<i>O</i>-glucoside biosynthesis"
"834","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"835","LOC_Os02g11640","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"836","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"837","LOC_Os02g11640","cytokinins-<i>O</i>-glucoside biosynthesis"
"838","LOC_Os02g11640","cytokinins-<i>O</i>-glucoside biosynthesis"
"839","LOC_Os02g11640","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"840","LOC_Os02g11640","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"841","LOC_Os11g05990","glycolipid biosynthesis"
"842","LOC_Os02g52710","starch degradation"
"843","LOC_Os02g52710","starch degradation"
"844","LOC_Os05g45170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"845","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"846","LOC_Os05g45170","cytokinins-<i>O</i>-glucoside biosynthesis"
"847","LOC_Os05g45170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"848","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"849","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"850","LOC_Os05g45170","cytokinins-<i>O</i>-glucoside biosynthesis"
"851","LOC_Os05g45170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"852","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"853","LOC_Os05g45170","cytokinins-<i>O</i>-glucoside biosynthesis"
"854","LOC_Os05g45170","cytokinins-<i>O</i>-glucoside biosynthesis"
"855","LOC_Os05g45170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"856","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"857","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"858","LOC_Os05g45170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"859","LOC_Os05g45170","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"860","LOC_Os05g45170","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"861","LOC_Os12g01370","glycolipid desaturation"
"862","LOC_Os12g01370","glycolipid desaturation"
"863","LOC_Os12g01370","glycolipid desaturation"
"864","LOC_Os12g01370","glycolipid desaturation"
"865","LOC_Os12g01370","glycolipid desaturation"
"866","LOC_Os12g01370","glycolipid desaturation"
"867","LOC_Os12g01370","glycolipid desaturation"
"868","LOC_Os12g01370","glycolipid desaturation"
"869","LOC_Os12g01370","glycolipid desaturation"
"870","LOC_Os12g01370","phospholipid desaturation"
"871","LOC_Os12g01370","glycolipid desaturation"
"872","LOC_Os12g01370","glycolipid desaturation"
"873","LOC_Os12g01370","glycolipid desaturation"
"874","LOC_Os12g01370","glycolipid desaturation"
"875","LOC_Os12g01370","glycolipid desaturation"
"876","LOC_Os12g01370","glycolipid desaturation"
"877","LOC_Os12g01370","phospholipid desaturation"
"878","LOC_Os12g01370","glycolipid desaturation"
"879","LOC_Os12g01370","glycolipid desaturation"
"880","LOC_Os05g02990","mevalonate pathway"
"881","LOC_Os08g37790","chorismate biosynthesis"
"882","LOC_Os06g24180","free phenylpropanoid acid biosynthesis"
"883","LOC_Os10g39530","betanidin degradation"
"884","LOC_Os10g25950","methionine biosynthesis II"
"885","LOC_Os10g25950","homocysteine and cysteine interconversion"
"886","LOC_Os04g40950","gluconeogenesis"
"887","LOC_Os04g40950","glycolysis IV (plant cytosol)"
"888","LOC_Os04g40950","sucrose degradation to ethanol and lactate (anaerobic)"
"889","LOC_Os04g40950","glycolysis I"
"890","LOC_Os04g40950","lysine biosynthesis I"
"891","LOC_Os04g40950","lysine biosynthesis VI"
"892","LOC_Os04g40950","lysine biosynthesis II"
"893","LOC_Os05g01440","purine nucleotides <i>de novo</i> biosynthesis II"
"894","LOC_Os05g01440","purine nucleotides <i>de novo</i> biosynthesis I"
"895","LOC_Os09g26180","arginine degradation VII (arginase 3 pathway)"
"896","LOC_Os09g26180","canavanine degradation"
"897","LOC_Os10g20090","cellulose biosynthesis"
"898","LOC_Os02g04170","NAD biosynthesis I (from aspartate)"
"899","LOC_Os08g37380","starch biosynthesis"
"900","LOC_Os08g37380","gluconeogenesis"
"901","LOC_Os08g37380","sucrose degradation III"
"902","LOC_Os08g37380","ascorbate biosynthesis"
"903","LOC_Os08g37380","glycolysis I"
"904","LOC_Os08g37380","sucrose degradation to ethanol and lactate (anaerobic)"
"905","LOC_Os03g31430","capsidiol biosynthesis"
"906","LOC_Os02g42350","IAA biosynthesis I"
"907","LOC_Os03g02340","aerobic respiration -- electron donor II"
"908","LOC_Os02g38480","tRNA charging pathway"
"909","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"910","LOC_Os05g47950","cytokinins-<i>O</i>-glucoside biosynthesis"
"911","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"912","LOC_Os05g47950","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"913","LOC_Os05g47950","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"914","LOC_Os05g47950","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"915","LOC_Os05g47950","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"916","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"917","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"918","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"919","LOC_Os05g47950","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"920","LOC_Os05g47950","cytokinins-<i>O</i>-glucoside biosynthesis"
"921","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"922","LOC_Os05g47950","cytokinins-<i>O</i>-glucoside biosynthesis"
"923","LOC_Os05g47950","cytokinins-<i>O</i>-glucoside biosynthesis"
"924","LOC_Os05g47950","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"925","LOC_Os05g47950","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"926","LOC_Os02g49332","cellulose biosynthesis"
"927","LOC_Os01g27520","tRNA charging pathway"
"928","LOC_Os01g27520","tRNA charging pathway"
"929","LOC_Os11g19290","triacylglycerol degradation"
"930","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"931","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"932","LOC_Os05g45180","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"933","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"934","LOC_Os05g45180","cytokinins-<i>O</i>-glucoside biosynthesis"
"935","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"936","LOC_Os05g45180","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"937","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"938","LOC_Os05g45180","cytokinins-<i>O</i>-glucoside biosynthesis"
"939","LOC_Os05g45180","cytokinins-<i>O</i>-glucoside biosynthesis"
"940","LOC_Os05g45180","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"941","LOC_Os05g45180","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"942","LOC_Os05g45180","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"943","LOC_Os05g45180","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"944","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"945","LOC_Os05g45180","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"946","LOC_Os05g45180","cytokinins-<i>O</i>-glucoside biosynthesis"
"947","LOC_Os07g10680","homogalacturonan degradation"
"948","LOC_Os05g38960","mevalonate pathway"
"949","LOC_Os01g69900","salvage pathways of purine nucleosides"
"950","LOC_Os01g69900","purine nucleotides <i>de novo</i> biosynthesis II"
"951","LOC_Os01g69900","salvage pathways of purine nucleosides II (plant)"
"952","LOC_Os01g69900","purine nucleotides <i>de novo</i> biosynthesis I"
"953","LOC_Os01g69900","ureide biosynthesis"
"954","LOC_Os01g69900","purine degradation"
"955","LOC_Os02g51060","dolichyl-diphosphooligosaccharide biosynthesis"
"956","LOC_Os02g51060","dolichyl-diphosphooligosaccharide biosynthesis"
"957","LOC_Os02g51060","cellulose biosynthesis"
"958","LOC_Os03g26620","fatty acid elongation -- saturated"
"959","LOC_Os03g26620","fatty acid biosynthesis - initial steps"
"960","LOC_Os01g07850","methylglyoxal degradation I"
"961","LOC_Os09g32430","aerobic respiration -- electron donor III"
"962","LOC_Os09g32430","aerobic respiration -- electron donor II"
"963","LOC_Os12g09540","purine nucleotides <i>de novo</i> biosynthesis II"
"964","LOC_Os12g09540","purine nucleotides <i>de novo</i> biosynthesis I"
"965","LOC_Os10g10620","homogalacturonan degradation"
"966","LOC_Os01g02070","homogalacturonan degradation"
"967","LOC_Os04g57490","phospholipases"
"968","LOC_Os04g57490","jasmonic acid biosynthesis"
"969","LOC_Os07g15440","tRNA charging pathway"
"970","LOC_Os03g61600","purine nucleotides <i>de novo</i> biosynthesis II"
"971","LOC_Os03g61600","purine nucleotides <i>de novo</i> biosynthesis I"
"972","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"973","LOC_Os04g44250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"974","LOC_Os04g44250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"975","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"976","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"977","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"978","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"979","LOC_Os04g44250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"980","LOC_Os04g44250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"981","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"982","LOC_Os04g44250","cytokinins-<i>O</i>-glucoside biosynthesis"
"983","LOC_Os04g44250","cytokinins-<i>O</i>-glucoside biosynthesis"
"984","LOC_Os04g44250","cytokinins-<i>O</i>-glucoside biosynthesis"
"985","LOC_Os04g44250","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"986","LOC_Os04g44250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"987","LOC_Os04g44250","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"988","LOC_Os04g44250","cytokinins-<i>O</i>-glucoside biosynthesis"
"989","LOC_Os09g22090","mannose degradation"
"990","LOC_Os09g22090","GDP-mannose metabolism"
"991","LOC_Os09g22090","ascorbate biosynthesis"
"992","LOC_Os01g67450","triacylglycerol degradation"
"993","LOC_Os06g51290","carotenoid biosynthesis"
"994","LOC_Os06g51290","carotenoid biosynthesis"
"995","LOC_OsP1g00550","photosynthesis light reaction"
"996","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"997","LOC_Os01g41430","cytokinins-<i>O</i>-glucoside biosynthesis"
"998","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"999","LOC_Os01g41430","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1000","LOC_Os01g41430","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1001","LOC_Os01g41430","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1002","LOC_Os01g41430","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1003","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1004","LOC_Os01g41430","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1005","LOC_Os01g41430","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1006","LOC_Os01g41430","cytokinins-<i>O</i>-glucoside biosynthesis"
"1007","LOC_Os01g41430","cytokinins-<i>O</i>-glucoside biosynthesis"
"1008","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1009","LOC_Os01g41430","cytokinins-<i>O</i>-glucoside biosynthesis"
"1010","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1011","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1012","LOC_Os01g41430","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1013","LOC_Os06g19960","reductive TCA cycle I"
"1014","LOC_Os06g19960","TCA cycle"
"1015","LOC_Os06g19960","TCA cycle variation I"
"1016","LOC_Os06g19960","reductive TCA cycle I"
"1017","LOC_Os06g19960","TCA cycle"
"1018","LOC_Os06g19960","TCA cycle variation I"
"1019","LOC_Os07g11440","flavonoid biosynthesis"
"1020","LOC_Os07g11440","pinobanksin biosynthesis"
"1021","LOC_Os07g11440","flavonoid biosynthesis"
"1022","LOC_Os07g11440","resveratrol biosynthesis"
"1023","LOC_Os01g14580","TCA cycle"
"1024","LOC_Os01g14580","TCA cycle variation I"
"1025","LOC_Os04g40190","glycolysis IV (plant cytosol)"
"1026","LOC_Os04g40190","sucrose degradation to ethanol and lactate (anaerobic)"
"1027","LOC_Os04g40190","glycolysis I"
"1028","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1029","LOC_Os07g32630","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1030","LOC_Os07g32630","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1031","LOC_Os07g32630","cytokinins-<i>O</i>-glucoside biosynthesis"
"1032","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1033","LOC_Os07g32630","cytokinins-<i>O</i>-glucoside biosynthesis"
"1034","LOC_Os07g32630","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1035","LOC_Os07g32630","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1036","LOC_Os07g32630","cytokinins-<i>O</i>-glucoside biosynthesis"
"1037","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1038","LOC_Os07g32630","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1039","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1040","LOC_Os07g32630","cytokinins-<i>O</i>-glucoside biosynthesis"
"1041","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1042","LOC_Os07g32630","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1043","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1044","LOC_Os07g32630","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1045","LOC_Os08g29200","homogalacturonan degradation"
"1046","LOC_Os01g22010","methionine salvage pathway"
"1047","LOC_Os01g22010","ethylene biosynthesis from methionine"
"1048","LOC_Os01g22010","S-adenosylmethionine biosynthesis"
"1049","LOC_Os01g22010","<i>S</i>-adenosyl-L-methionine cycle"
"1050","LOC_Os02g57760","phenylpropanoid biosynthesis"
"1051","LOC_Os06g04270","xylulose-monophosphate cycle"
"1052","LOC_Os06g04270","pentose phosphate pathway (non-oxidative branch)"
"1053","LOC_Os06g04270","Calvin cycle"
"1054","LOC_Os06g04270","pentose phosphate pathway (partial)"
"1055","LOC_Os06g04270","pentose phosphate pathway (non-oxidative branch)"
"1056","LOC_Os06g04270","Calvin cycle"
"1057","LOC_Os06g04270","pentose phosphate pathway (partial)"
"1058","LOC_Os06g04270","(deoxy)ribose phosphate degradation"
"1059","LOC_Os04g57410","methionine salvage pathway"
"1060","LOC_Os02g48390","salvage pathways of purine and pyrimidine nucleotides"
"1061","LOC_Os02g48390","PRPP biosynthesis I"
"1062","LOC_Os02g18500","chlorophyll <i>a</i> degradation"
"1063","LOC_Os05g20570","homogalacturonan degradation"
"1064","LOC_OsP1g00920","photosynthesis light reaction"
"1065","LOC_Os02g46990","chlorophyllide <i>a</i> biosynthesis"
"1066","LOC_Os04g17660","salvage pathways of purine nucleosides"
"1067","LOC_Os04g17660","purine nucleotides <i>de novo</i> biosynthesis II"
"1068","LOC_Os04g17660","purine nucleotides <i>de novo</i> biosynthesis I"
"1069","LOC_Os03g22120","sucrose biosynthesis"
"1070","LOC_Os03g22120","galactose degradation II"
"1071","LOC_Os03g22120","sucrose degradation III"
"1072","LOC_Os03g22120","sucrose degradation to ethanol and lactate (anaerobic)"
"1073","LOC_Os07g47120","starch degradation"
"1074","LOC_Os12g03510","homogalacturonan degradation"
"1075","LOC_Os05g05840","tRNA charging pathway"
"1076","LOC_Os03g55010","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1077","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1078","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1079","LOC_Os03g55010","cytokinins-<i>O</i>-glucoside biosynthesis"
"1080","LOC_Os03g55010","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1081","LOC_Os03g55010","cytokinins-<i>O</i>-glucoside biosynthesis"
"1082","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1083","LOC_Os03g55010","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1084","LOC_Os03g55010","cytokinins-<i>O</i>-glucoside biosynthesis"
"1085","LOC_Os03g55010","cytokinins-<i>O</i>-glucoside biosynthesis"
"1086","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1087","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1088","LOC_Os03g55010","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1089","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1090","LOC_Os03g55010","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1091","LOC_Os03g55010","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1092","LOC_Os03g55010","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1093","LOC_Os04g42920","TCA cycle"
"1094","LOC_Os04g42920","TCA cycle variation I"
"1095","LOC_Os06g04380","glycine cleavage complex"
"1096","LOC_Os01g39270","valine degradation I"
"1097","LOC_Os01g39270","pentose phosphate pathway (oxidative branch)"
"1098","LOC_Os08g38900","suberin biosynthesis"
"1099","LOC_Os08g38900","phenylpropanoid biosynthesis"
"1100","LOC_OsP1g00960","aerobic respiration -- electron donor III"
"1101","LOC_OsP1g00960","aerobic respiration -- electron donor II"
"1102","LOC_Os10g36210","tRNA charging pathway"
"1103","LOC_Os10g36210","tRNA charging pathway"
"1104","LOC_Os10g36210","tRNA charging pathway"
"1105","LOC_Os10g36210","tRNA charging pathway"
"1106","LOC_Os03g19280","salvage pathways of purine nucleosides"
"1107","LOC_Os03g19280","purine nucleotides <i>de novo</i> biosynthesis II"
"1108","LOC_Os03g19280","purine nucleotides <i>de novo</i> biosynthesis I"
"1109","LOC_Os03g19280","arginine biosynthesis IV"
"1110","LOC_Os03g19280","urea cycle"
"1111","LOC_Os03g19280","citrulline-nitric oxide cycle"
"1112","LOC_Os03g19280","arginine biosynthesis II (acetyl cycle)"
"1113","LOC_Os03g19280","arginine biosynthesis I"
"1114","LOC_Os03g19280","canavanine biosynthesis"
"1115","LOC_Os03g19280","purine nucleotides <i>de novo</i> biosynthesis II"
"1116","LOC_Os03g19280","purine nucleotides <i>de novo</i> biosynthesis I"
"1117","LOC_Os01g72940","phospholipid biosynthesis II"
"1118","LOC_Os01g72940","phospholipid biosynthesis I"
"1119","LOC_Os01g72940","tetrapyrrole biosynthesis I"
"1120","LOC_Os03g02920","betanidin degradation"
"1121","LOC_Os06g20150","betanidin degradation"
"1122","LOC_Os06g37150","ascorbate glutathione cycle"
"1123","LOC_Os02g50350","de novo biosynthesis of pyrimidine ribonucleotides"
"1124","LOC_Os07g30469","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1125","LOC_Os07g30469","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1126","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1127","LOC_Os07g30469","cytokinins-<i>O</i>-glucoside biosynthesis"
"1128","LOC_Os07g30469","cytokinins-<i>O</i>-glucoside biosynthesis"
"1129","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1130","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1131","LOC_Os07g30469","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1132","LOC_Os07g30469","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1133","LOC_Os07g30469","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1134","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1135","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1136","LOC_Os07g30469","cytokinins-<i>O</i>-glucoside biosynthesis"
"1137","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1138","LOC_Os07g30469","cytokinins 9-<i>N</i>-glucoside biosynthesis"
"1139","LOC_Os07g30469","IAA conjugate biosynthesis I"
"1140","LOC_Os07g30469","IAA conjugate biosynthesis II"
"1141","LOC_Os07g30469","cytokinins-<i>O</i>-glucoside biosynthesis"
"1142","LOC_Os07g30469","cytokinins 7-<i>N</i>-glucoside biosynthesis"
"1143","LOC_Os09g28050","methionine degradation II"
"1144","LOC_Os09g28050","histidine biosynthesis I"
"1145","LOC_Os11g41900","phospholipid biosynthesis I"
"1146","LOC_Os12g16180","triacylglycerol degradation"
"1147","LOC_Os04g56920","sucrose degradation I"
"1148","LOC_Os04g56920","sucrose degradation III"
"1149","LOC_Os03g02939","betanidin degradation"
"1150","LOC_Os04g37500","glutamate degradation III"
"1151","LOC_Os07g27780","ornithine biosynthesis"
"1152","LOC_Os07g27780","arginine biosynthesis II (acetyl cycle)"
"1153","LOC_Os10g23900","IAA biosynthesis I"
"1154","LOC_Os10g23900","hydroxycinnamic acid serotonin amides biosynthesis"
"1155","LOC_Os10g23900","secologanin and strictosidine biosynthesis"
"1156","LOC_Os06g31210","tRNA charging pathway"
"1157","LOC_Os06g31210","tRNA charging pathway"
"1158","LOC_Os06g31210","tRNA charging pathway"
"1159","LOC_Os05g49760","TCA cycle"
"1160","LOC_Os05g49760","TCA cycle variation I"
